image_id,gender,age,headshape,hair,hair_type,hair_color,forehead_occlusion,eyebrow_size,eyebrow_shape,eyes_color,eyes_size,eyes_shape,bags_under_eyes,narrow_eyes,eye_makeup,eyes_occlusion,nose_size,lips_size,lipstick,mouth_open,chin_shape,mustache,beard,goatee,sideburns,makeup,skin,expression,smile,glasses,hat
02212.jpg,woman,young,oval head,,wavy hair,blonde hair,,thin eyebrow,round eyebrow,gray eyes,normal eyes,upturned eyes,,,eye makeup,,pointy nose,thick lips,lipstick,open mouth,,,,,,wearing makeup,fair skin,happiness,happy,,
04441.jpg,man,aged,triangle head,,wavy hair,black hair,,thin eyebrow,straight eyebrow,brown eyes,small eyes,deep set eyes,,,eye makeup,,pointy nose,,,open mouth,,mustache,beard,goatee,sideburns,less makeup,pale skin,surprise,,,
02219.jpg,woman,young,round head,,wavy hair,blonde hair,,normal eyebrow,straight eyebrow,brown eyes,small eyes,deep set eyes,bags under eyes,,eye makeup,,big nose,,lipstick,open mouth,,,,,,wearing makeup,fair skin,happiness,smile,,
01151.jpg,woman,young,oval head,,wavy hair,brown hair,,normal eyebrow,angled eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,big lips,lipstick,open mouth,,,,,,wearing makeup,white skin,neutral,,,
00640.jpg,male,young,square head,,,brown hair,,normal eyebrow,straight eyebrow,brown eyes,normal eyes,almond eyes,bags under eyes,,,,,,,closed mouth,,,beard,,,less makeup,white skin,neutral,,,
02470.jpg,man,young,oval head,,straight hair,black hair,,thin eyebrow,straight eyebrow,black eyes,small eyes,almond eyes,,,eye makeup,,,thick lips,,closed mouth,,,,,,less makeup,white skin,neutral,,,
04290.jpg,male,aged,square head,,,brown hair,,normal eyebrow,round eyebrow,black eyes,normal eyes,almond eyes,,,,,,,,closed mouth,,,beard,,,less makeup,pale skin,neutral,,sunglasses,hat
01117.jpg,woman,young,oval head,receding hair,,blonde hair,,thin eyebrow,angled eyebrow,gray eyes,normal eyes,deep set eyes,,,eye makeup,,pointy nose,,lipstick,open mouth,,,,,,wearing makeup,fair skin,happiness,smile,,
01818.jpg,male,young,round head,,,blond hair,,thin eyebrow,straight eyebrow,blue eyes,small eyes,deep set eyes,,,,,bulbous nose,,,open mouth,,,beard,goatee,,less makeup,white skin,happiness,,spectacles,
02402.jpg,woman,young,triangle head,,straight hair,brown hair,,thin eyebrow,straight eyebrow,black eyes,small eyes,upturned eyes,,,eye makeup,,pointy nose,big lips,lipstick,open mouth,,,,,,wearing makeup,white skin,happiness,smile,,
02951.jpg,man,aged,oval head,,,gray hair,,bushy eyebrow,angled eyebrow,gray eyes,small eyes,deep set eyes,bags under eyes,,,,bulbous nose,thick lips,,open mouth,,mustache,beard,goatee,sideburns,less makeup,white skin,happiness,happy,,
00695.jpg,male,young,square head,,straight hair,brown hair,,normal eyebrow,round eyebrow,blue eyes,normal eyes,deep set eyes,bags under eyes,narrow eyes,,,big nose,,,closed mouth,,,beard,,,less makeup,fair skin,happiness,smile,,
03262.jpg,male,aged,round head,,straight hair,brown hair,,normal eyebrow,straight eyebrow,brown eyes,normal eyes,upturned eyes,,,,,pointy nose,full lips,,open mouth,,,beard,,,less makeup,white skin,neutral,,,
00180.jpg,male,young,oval head,,,black hair,,thin eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,,,eye makeup,,bulbous nose,,,open mouth,,mustache,beard,goatee,,less makeup,black skin,happiness,happy,sunglasses,hat
04016.jpg,male,young,round head,,,black hair,,normal eyebrow,round eyebrow,blue eyes,normal eyes,almond eyes,bags under eyes,,,,,,,closed mouth,,,,,,less makeup,pale skin,neutral,,spectacles,
00796.jpg,female,young,round head,receding hair,straight hair,black hair,,thin eyebrow,angled eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,bulbous nose,,lipstick,closed mouth,,,,,,wearing makeup,brown skin,happiness,happy,,
03887.jpg,male,young,square head,,straight hair,black hair,,thin eyebrow,round eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,,,,,,,closed mouth,,,beard,goatee,,less makeup,white skin,neutral,,,
02585.jpg,woman,aged,triangle head,,,blonde hair,,normal eyebrow,round eyebrow,blue eyes,small eyes,deep set eyes,,,eye makeup,,pointy nose,full lips,lipstick,open mouth,,,,,,less makeup,white skin,happiness,happy,,
00658.jpg,man,aged,oval head,,wavy hair,black hair,,thick eyebrow,angled eyebrow,brown eyes,normal eyes,deep set eyes,bags under eyes,,,,bulbous nose,thick lips,,closed mouth,,,,,,less makeup,brown skin,neutral,,,
04857.jpg,woman,young,oval head,,straight hair,brown hair,,thin eyebrow,round eyebrow,brown eyes,normal eyes,downturned eyes,,,eye makeup,,,,lipstick,open mouth,,,,,,heavy makeup,pale skin,surprise,,,
00304.jpg,woman,young,oval head,,wavy hair,brown hair,,normal eyebrow,angled eyebrow,brown eyes,normal eyes,upturned eyes,bags under eyes,,eye makeup,,big nose,big lips,lipstick,open mouth,,,,,,wearing makeup,wheat colour skin,happiness,smile,,
02638.jpg,man,young,rectangle head,,wavy hair,brown hair,,normal eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,,,,,full lips,,closed mouth,,,beard,,,less makeup,fair skin,neutral,,,
01540.jpg,female,young,triangle head,,,blonde hair,,normal eyebrow,round eyebrow,gray eyes,normal eyes,upturned eyes,,,eye makeup,,,big lips,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,happy,,
01650.jpg,woman,old,rectangle head,,wavy hair,gray hair,,normal eyebrow,round eyebrow,blue eyes,small eyes,almond eyes,,,eye makeup,,bulbous nose,,lipstick,open mouth,,,,,,less makeup,fair skin,happiness,happy,,
03257.jpg,woman,young,triangle head,,wavy hair,brown hair,,bushy eyebrow,straight eyebrow,black eyes,big eyes,almond eyes,,,eye makeup,,pointy nose,big lips,lipstick,closed mouth,,,,,,wearing makeup,white skin,neutral,,,
03604.jpg,woman,young,square head,,wavy hair,blonde hair,,thin eyebrow,angled eyebrow,black eyes,big eyes,almond eyes,bags under eyes,,eye makeup,,pointy nose,,lipstick,open mouth,,,,,,wearing makeup,white skin,happiness,smile,,
01040.jpg,man,old,rectangle head,,,black hair,,thick eyebrow,round eyebrow,blue eyes,small eyes,almond eyes,,,,,bulbous nose,,,closed mouth,,,beard,,,less makeup,fair skin,neutral,,,
00927.jpg,woman,old,oval head,,wavy hair,brown hair,,normal eyebrow,round eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,bulbous nose,,lipstick,open mouth,,,,,,wearing makeup,pale skin,happiness,happy,,
01400.jpg,woman,young,round head,,,brown hair,,normal eyebrow,round eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,bulbous nose,full lips,lipstick,closed mouth,,,,,,wearing makeup,fair skin,happiness,smile,,
03199.jpg,female,young,square head,,wavy hair,black hair,,thick eyebrow,round eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,bulbous nose,big lips,lipstick,open mouth,,,,,,wearing makeup,fair skin,happiness,smile,,
02370.jpg,man,young,round head,,,,forehead occlusion,normal eyebrow,straight eyebrow,black eyes,small eyes,almond eyes,,,eye makeup,,big nose,,,closed mouth,,mustache,beard,goatee,,less makeup,white skin,neutral,,,hat
00823.jpg,female,young,oval head,,wavy hair,blonde hair,,thin eyebrow,straight eyebrow,brown eyes,small eyes,almond eyes,,,eye makeup,,pointy nose,full lips,lipstick,closed mouth,,,,,,heavy makeup,white skin,neutral,,,hat
00426.jpg,female,young,square head,,wavy hair,brown hair,,normal eyebrow,round eyebrow,black eyes,big eyes,almond eyes,,,eye makeup,,pointy nose,thick lips,lipstick,open mouth,double chin,,,,,wearing makeup,white skin,happiness,happy,,
00680.jpg,woman,young,oval head,,,brown hair,,thick eyebrow,angled eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,full lips,lipstick,open mouth,,,,,,heavy makeup,pale skin,neutral,,,
00786.jpg,female,young,square head,,straight hair,brown hair,,bushy eyebrow,round eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,,,lipstick,closed mouth,,,,,,less makeup,fair skin,neutral,,,
04894.jpg,female,young,square head,,straight hair,black hair,,thick eyebrow,angled eyebrow,black eyes,big eyes,deep set eyes,bags under eyes,,eye makeup,,,,lipstick,closed mouth,,,,,,heavy makeup,pale skin,neutral,,,
03903.jpg,man,young,square head,,straight hair,black hair,,thick eyebrow,straight eyebrow,black eyes,normal eyes,downturned eyes,,,eye makeup,,bulbous nose,,,closed mouth,,,,,,less makeup,white skin,neutral,,,
01789.jpg,woman,young,round head,,,blonde hair,,thin eyebrow,straight eyebrow,blue eyes,small eyes,upturned eyes,bags under eyes,narrow eyes,eye makeup,,bulbous nose,big lips,lipstick,open mouth,,,,,,less makeup,white skin,happiness,happy,,
03688.jpg,woman,young,rectangle head,,wavy hair,brown hair,,thick eyebrow,round eyebrow,green eyes,big eyes,downturned eyes,,,eye makeup,,pointy nose,full lips,lipstick,closed mouth,,,,,,wearing makeup,fair skin,happiness,happy,,
00970.jpg,male,aged,oval head,,wavy hair,blonde hair,,thick eyebrow,straight eyebrow,gray eyes,normal eyes,deep set eyes,bags under eyes,,eye makeup,,bulbous nose,,,closed mouth,,,beard,,,less makeup,white skin,happiness,,,
00255.jpg,female,young,round head,,,blonde hair,,thin eyebrow,round eyebrow,gray eyes,normal eyes,deep set eyes,,,eye makeup,,,,lipstick,open mouth,,,,,,heavy makeup,fair skin,happiness,happy,,
03530.jpg,male,aged,oval head,,,black hair,,normal eyebrow,round eyebrow,black eyes,normal eyes,deep set eyes,,,,,big nose,big lips,,open mouth,double chin,mustache,beard,goatee,,less makeup,black skin,happiness,,,hat
01607.jpg,woman,young,triangle head,,straight hair,blonde hair,,thin eyebrow,straight eyebrow,black eyes,big eyes,almond eyes,,,eye makeup,,pointy nose,,,open mouth,,,,,,less makeup,white skin,neutral,,,
02671.jpg,male,young,triangle head,,,black hair,,thick eyebrow,straight eyebrow,gray eyes,normal eyes,almond eyes,,,eye makeup,,,,,closed mouth,,,,,,less makeup,white skin,happiness,smile,,
01611.jpg,male,young,oval head,,straight hair,black hair,,bushy eyebrow,straight eyebrow,brown eyes,small eyes,almond eyes,bags under eyes,,eye makeup,,big nose,,lipstick,closed mouth,,,,,,less makeup,white skin,neutral,,,
01695.jpg,male,young,rectangle head,,,brown hair,,thick eyebrow,straight eyebrow,green eyes,big eyes,deep set eyes,bags under eyes,,,,,,,open mouth,,,,,,less makeup,white skin,happiness,smile,,
00198.jpg,woman,aged,round head,,wavy hair,gray hair,,normal eyebrow,round eyebrow,blue eyes,small eyes,deep set eyes,bags under eyes,,eye makeup,,big nose,big lips,lipstick,open mouth,double chin,,,,,less makeup,white skin,happiness,,,
04350.jpg,female,young,triangle head,,,blonde hair,,thin eyebrow,angled eyebrow,green eyes,small eyes,almond eyes,,,eye makeup,,,,lipstick,open mouth,,,,,,wearing makeup,white skin,happiness,happy,,
00181.jpg,male,aged,oval head,,wavy hair,brown hair,,thick eyebrow,straight eyebrow,brown eyes,normal eyes,deep set eyes,bags under eyes,,eye makeup,,bulbous nose,,,closed mouth,,mustache,beard,goatee,,less makeup,fair skin,neutral,,,
03529.jpg,male,young,oval head,,,brown hair,,thick eyebrow,angled eyebrow,gray eyes,normal eyes,deep set eyes,bags under eyes,,eye makeup,,big nose,,,closed mouth,,,,,,less makeup,pale skin,happiness,,,
01506.jpg,male,aged,square head,,straight hair,black hair,,bushy eyebrow,angled eyebrow,black eyes,normal eyes,almond eyes,bags under eyes,,,,bulbous nose,,,closed mouth,,,,,,less makeup,white skin,neutral,,,
03075.jpg,male,young,oval head,,straight hair,brown hair,,normal eyebrow,angled eyebrow,blue eyes,normal eyes,almond eyes,,,,,,thick lips,,open mouth,,,,,,less makeup,fair skin,neutral,,,
03554.jpg,woman,young,oval head,,straight hair,black hair,,thin eyebrow,straight eyebrow,black eyes,normal eyes,deep set eyes,,,eye makeup,,pointy nose,,lipstick,open mouth,,,,,,wearing makeup,fair skin,neutral,,,
03130.jpg,man,young,square head,,wavy hair,black hair,,bushy eyebrow,round eyebrow,black eyes,big eyes,almond eyes,bags under eyes,,,,big nose,thick lips,,closed mouth,,mustache,beard,goatee,,less makeup,brown skin,neutral,,,
02669.jpg,woman,young,round head,,straight hair,blonde hair,,thin eyebrow,round eyebrow,brown eyes,small eyes,almond eyes,,,eye makeup,,,,lipstick,open mouth,,,,,,wearing makeup,white skin,happiness,smile,,
04246.jpg,woman,young,oval head,,wavy hair,brown hair,,thick eyebrow,straight eyebrow,green eyes,normal eyes,downturned eyes,,,eye makeup,,,,lipstick,closed mouth,,,,,,less makeup,pale skin,neutral,,,
03962.jpg,female,young,round head,,straight hair,blonde hair,,thin eyebrow,angled eyebrow,gray eyes,small eyes,almond eyes,,,eye makeup,,,thick lips,lipstick,closed mouth,,,,,,wearing makeup,brown skin,happiness,,,
03170.jpg,male,young,square head,,,black hair,,bushy eyebrow,straight eyebrow,black eyes,big eyes,almond eyes,bags under eyes,,,,bulbous nose,,,open mouth,,mustache,beard,goatee,,less makeup,white skin,neutral,,,
01863.jpg,woman,young,round head,,wavy hair,black hair,,thin eyebrow,straight eyebrow,brown eyes,small eyes,almond eyes,,,eye makeup,,,big lips,lipstick,open mouth,,,,,,wearing makeup,white skin,happiness,happy,,
01677.jpg,woman,aged,oval head,,wavy hair,brown hair,,normal eyebrow,angled eyebrow,brown eyes,big eyes,almond eyes,bags under eyes,,eye makeup,,,,lipstick,open mouth,,,,,,heavy makeup,wheat colour skin,happiness,smile,,
01674.jpg,woman,young,round head,,wavy hair,blonde hair,,normal eyebrow,angled eyebrow,blue eyes,small eyes,almond eyes,bags under eyes,,eye makeup,,bulbous nose,thick lips,lipstick,open mouth,double chin,,,,,wearing makeup,fair skin,happiness,smile,,
02862.jpg,female,young,square head,,wavy hair,brown hair,,thin eyebrow,angled eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,,lipstick,open mouth,,,,,,wearing makeup,white skin,happiness,,,
03253.jpg,male,young,triangle head,,,,forehead occlusion,normal eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,,,,big nose,,,closed mouth,,mustache,beard,goatee,,less makeup,brown skin,neutral,,,hat
04191.jpg,male,young,triangle head,,,black hair,,thick eyebrow,straight eyebrow,black eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,,,,open mouth,,,,,,less makeup,fair skin,sadness,,,
01654.jpg,female,young,oval head,,wavy hair,brown hair,,thick eyebrow,angled eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,,eye makeup,,pointy nose,,lipstick,open mouth,,,,,,wearing makeup,white skin,happiness,happy,,
01247.jpg,female,young,round head,,wavy hair,blonde hair,,thin eyebrow,straight eyebrow,brown eyes,normal eyes,deep set eyes,,,eye makeup,,,thick lips,lipstick,closed mouth,,,,,,wearing makeup,white skin,neutral,,,
02257.jpg,woman,young,oval head,receding hair,wavy hair,black hair,,thin eyebrow,angled eyebrow,black eyes,normal eyes,deep set eyes,,,eye makeup,,big nose,,lipstick,closed mouth,,,,,,wearing makeup,brown skin,happiness,smile,,
00561.jpg,female,young,rectangle head,,straight hair,black hair,,thick eyebrow,angled eyebrow,blue eyes,big eyes,almond eyes,bags under eyes,,eye makeup,,big nose,full lips,,closed mouth,,,,,,wearing makeup,pale skin,neutral,,,
02831.jpg,male,young,triangle head,,straight hair,brown hair,,bushy eyebrow,straight eyebrow,blue eyes,normal eyes,deep set eyes,,,eye makeup,,big nose,big lips,,closed mouth,,,,,,less makeup,white skin,happiness,smile,,
04694.jpg,man,young,oval head,,wavy hair,brown hair,,normal eyebrow,straight eyebrow,brown eyes,normal eyes,deep set eyes,bags under eyes,,,,,thick lips,,closed mouth,,mustache,beard,goatee,,less makeup,white skin,neutral,,,
04107.jpg,woman,young,triangle head,,straight hair,brown hair,,thick eyebrow,round eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,,,lipstick,open mouth,,,,,,wearing makeup,pale skin,happiness,happy,,
02022.jpg,female,young,triangle head,,,brown hair,,thin eyebrow,round eyebrow,brown eyes,small eyes,almond eyes,,,eye makeup,,,,lipstick,open mouth,,,,,,heavy makeup,fair skin,happiness,happy,,
04221.jpg,male,young,square head,,,black hair,,bushy eyebrow,straight eyebrow,brown eyes,normal eyes,upturned eyes,,,,,,,,closed mouth,,,,,,less makeup,pale skin,neutral,,,
03709.jpg,female,young,oval head,,straight hair,black hair,,bushy eyebrow,straight eyebrow,brown eyes,normal eyes,deep set eyes,bags under eyes,,eye makeup,,,,,closed mouth,,,,,,less makeup,white skin,neutral,,,
01973.jpg,man,young,triangle head,,straight hair,brown hair,,thick eyebrow,straight eyebrow,brown eyes,small eyes,deep set eyes,bags under eyes,,,,bulbous nose,,,open mouth,double chin,,,,,less makeup,white skin,happiness,smile,,
02352.jpg,woman,young,oval head,,,black hair,,normal eyebrow,angled eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,,lipstick,closed mouth,,,,,,less makeup,pale skin,neutral,,,
02287.jpg,female,young,oval head,,wavy hair,blonde hair,,normal eyebrow,round eyebrow,gray eyes,big eyes,upturned eyes,,,eye makeup,,pointy nose,thick lips,lipstick,open mouth,,,,,,wearing makeup,brown skin,neutral,,,
03532.jpg,man,old,square head,bald,,,,normal eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,,,,bulbous nose,big lips,,closed mouth,,,,,,less makeup,black skin,neutral,,,
04850.jpg,female,young,oval head,,straight hair,brown hair,,thin eyebrow,straight eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,full lips,lipstick,closed mouth,,,,,,wearing makeup,white skin,happiness,smile,,
03003.jpg,female,young,round head,,wavy hair,blond hair,,thin eyebrow,angled eyebrow,black eyes,small eyes,almond eyes,,,eye makeup,,,,lipstick,open mouth,,,,,,less makeup,fair skin,happiness,smile,,hat
04409.jpg,man,young,oval head,,,black hair,,bushy eyebrow,angled eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,,,,closed mouth,,,,,,less makeup,wheat colour skin,neutral,,,
03344.jpg,female,young,triangle head,,wavy hair,,,thin eyebrow,round eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,bulbous nose,thick lips,lipstick,open mouth,,,,,,wearing makeup,wheat colour skin,happiness,happy,,
00089.jpg,woman,young,oval head,receding hair,wavy hair,black hair,,thick eyebrow,angled eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,,,lipstick,open mouth,,,,,,less makeup,black skin,neutral,,,
03931.jpg,female,aged,oval head,,wavy hair,blonde hair,,thick eyebrow,angled eyebrow,gray eyes,small eyes,deep set eyes,bags under eyes,,eye makeup,,pointy nose,big lips,lipstick,closed mouth,,,,,,less makeup,fair skin,neutral,,,
04382.jpg,man,young,oval head,,,brown hair,forehead occlusion,thick eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,,narrow eyes,,,bulbous nose,,,open mouth,,,,,,less makeup,pale skin,neutral,,,
